,country,framework,users,type
783,Lithuania,ASP.NET,33,have used
784,Italy,Nuxt.js,33,have used
785,Viet Nam,Laravel,33,have used
786,Colombia,ASP.NET,33,have used
787,Ireland,ASP.NET,33,have used
788,France,Deno,33,have used
789,Japan,Flask,33,have used
790,Georgia,React.js,32,have used
791,Ethiopia,Node.js,32,have used
792,New Zealand,Flask,32,have used
793,Belarus,Node.js,32,have used
794,Saudi Arabia,Node.js,32,have used
795,Japan,Ruby on Rails,32,have used
796,Ecuador,React.js,32,have used
797,"Venezuela, Bolivarian Republic of...",Express,32,have used
798,Viet Nam,Flask,32,have used
799,Peru,Express,32,have used
800,South Korea,Vue.js,32,have used
801,Indonesia,Svelte,32,have used
802,Croatia,ASP.NET Core,32,have used
803,Colombia,Angular.js,32,have used
804,Bulgaria,Flask,32,have used
805,Nepal,Flask,32,have used
806,China,ASP.NET,32,have used
807,Sri Lanka,ASP.NET Core,32,have used
808,Brazil,Fastify,32,have used
809,Colombia,Laravel,32,have used
810,Indonesia,Angular.js,32,have used
811,Ghana,Node.js,31,have used
812,Bosnia and Herzegovina,React.js,31,have used
813,Czech Republic,Svelte,31,have used
814,Austria,Nuxt.js,31,have used
815,Malaysia,Angular,31,have used
816,Ethiopia,React.js,31,have used
817,Slovenia,Laravel,31,have used
818,Morocco,Django,31,have used
819,Taiwan,Angular,31,have used
820,Singapore,jQuery,31,have used
821,Peru,Angular,31,have used
822,Australia,Drupal,31,have used
823,Pakistan,Nuxt.js,31,have used
824,Russian Federation,Ruby on Rails,31,have used
825,Sweden,FastAPI,31,have used
826,Switzerland,Nuxt.js,31,have used
827,Sweden,Laravel,31,have used
828,Chile,Angular,31,have used
829,Lithuania,Angular,31,have used
830,Belarus,React.js,30,have used
831,Ukraine,Ruby on Rails,30,have used
832,China,FastAPI,30,have used
833,Malaysia,ASP.NET Core,30,have used
834,Estonia,Vue.js,30,have used
835,Sri Lanka,Angular.js,30,have used
836,Indonesia,ASP.NET,30,have used
837,Mexico,FastAPI,30,have used
838,"Venezuela, Bolivarian Republic of...",jQuery,30,have used
839,Poland,Fastify,30,have used
840,Bulgaria,Angular.js,30,have used
841,India,Phoenix,30,have used
842,Malaysia,Next.js,30,have used
843,Denmark,Laravel,30,have used
844,Argentina,Flask,30,have used
845,Greece,Angular.js,29,have used
846,Bosnia and Herzegovina,jQuery,29,have used
847,Taiwan,Django,29,have used
848,Taiwan,Next.js,29,have used
849,Dominican Republic,Express,29,have used
850,Spain,Svelte,29,have used
851,Sri Lanka,ASP.NET,29,have used
852,South Africa,Flask,29,have used
853,France,Phoenix,29,have used
854,Lithuania,Vue.js,29,have used
855,Netherlands,Gatsby,29,have used
856,Hungary,Django,29,have used
857,Sweden,Nuxt.js,29,have used
858,Russian Federation,Svelte,29,have used
859,Chile,Django,28,have used
860,"Venezuela, Bolivarian Republic of...",Laravel,28,have used
861,Slovakia,Vue.js,28,have used
862,"Iran, Islamic Republic of...",Blazor,28,have used
863,Latvia,Node.js,28,have used
864,Nigeria,FastAPI,28,have used
865,Nigeria,ASP.NET Core,28,have used
866,Ethiopia,Express,28,have used
867,Spain,Drupal,28,have used
868,Italy,Gatsby,28,have used
869,South Africa,Laravel,28,have used
870,Switzerland,Symfony,28,have used
871,Costa Rica,React.js,28,have used
872,Nigeria,Nuxt.js,28,have used
873,Thailand,Angular,28,have used
874,Croatia,ASP.NET,28,have used
875,Hong Kong (S.A.R.),Vue.js,28,have used
876,Denmark,Django,28,have used
877,Netherlands,Phoenix,28,have used
878,Dominican Republic,ASP.NET Core,27,have used
879,Costa Rica,Node.js,27,have used
880,Slovakia,Django,27,have used
881,Serbia,Next.js,27,have used
882,Japan,Laravel,27,have used
883,Nigeria,Angular.js,27,have used
884,Morocco,ASP.NET,27,have used
885,Malaysia,ASP.NET,27,have used
886,Bulgaria,Next.js,27,have used
887,Bulgaria,Laravel,27,have used
888,Netherlands,Drupal,27,have used
889,India,Play Framework,27,have used
890,Norway,FastAPI,27,have used
891,Saudi Arabia,React.js,27,have used
892,Ireland,Django,27,have used
893,Russian Federation,Angular.js,27,have used
894,Republic of Korea,Node.js,27,have used
895,Czech Republic,Symfony,27,have used
896,United Arab Emirates,ASP.NET Core,27,have used
897,Slovakia,ASP.NET Core,26,have used
898,Australia,Phoenix,26,have used
899,Ecuador,Express,26,have used
900,Switzerland,FastAPI,26,have used
901,Slovenia,ASP.NET,26,have used
902,United Arab Emirates,ASP.NET,26,have used
903,Bangladesh,Svelte,26,have used
904,Guatemala,Node.js,26,have used
905,Belgium,Blazor,26,have used
906,Finland,ASP.NET,26,have used
907,Armenia,Node.js,26,have used
908,Singapore,Next.js,25,have used
909,Chile,Next.js,25,have used
910,Belgium,Symfony,25,have used
911,Thailand,Flask,25,have used
912,Belgium,FastAPI,25,have used
913,Chile,Flask,25,have used
914,Bosnia and Herzegovina,ASP.NET Core,25,have used
915,Saudi Arabia,ASP.NET Core,25,have used
916,Latvia,React.js,25,have used
917,Czech Republic,FastAPI,25,have used
918,Turkey,Symfony,25,have used
919,Germany,Play Framework,25,have used
920,Morocco,Flask,25,have used
921,Turkey,Fastify,24,have used
922,Georgia,Node.js,24,have used
923,Ukraine,Laravel,24,have used
924,Portugal,Ruby on Rails,24,have used
925,Peru,ASP.NET Core,24,have used
926,Canada,Fastify,24,have used
927,Uruguay,Angular,24,have used
928,Netherlands,Deno,24,have used
929,Pakistan,Ruby on Rails,24,have used
930,Austria,Svelte,24,have used
931,Thailand,ASP.NET Core,24,have used
932,Pakistan,FastAPI,24,have used
933,Spain,Gatsby,24,have used
934,Greece,FastAPI,24,have used
935,Croatia,Express,24,have used
936,Belgium,Drupal,24,have used
937,Pakistan,Blazor,24,have used
938,Kenya,Angular.js,24,have used
939,Bosnia and Herzegovina,Angular,24,have used
940,Peru,ASP.NET,23,have used
941,Argentina,Ruby on Rails,23,have used
942,Saudi Arabia,ASP.NET,23,have used
943,South Korea,Django,23,have used
944,Peru,Vue.js,23,have used
945,Colombia,FastAPI,23,have used
946,China,Nuxt.js,23,have used
947,Hungary,Blazor,23,have used
948,Azerbaijan,React.js,23,have used
949,Switzerland,Deno,23,have used
950,Uzbekistan,Node.js,23,have used
951,Saudi Arabia,jQuery,23,have used
952,Japan,Angular,23,have used
953,Tunisia,jQuery,23,have used
954,Kenya,ASP.NET,23,have used
955,Taiwan,ASP.NET,23,have used
956,Slovenia,Django,23,have used
957,Lithuania,Express,23,have used
958,Uruguay,jQuery,23,have used
959,Romania,Symfony,23,have used
960,Malaysia,Django,23,have used
961,Dominican Republic,jQuery,22,have used
962,Denmark,Ruby on Rails,22,have used
963,Dominican Republic,ASP.NET,22,have used
964,Norway,Blazor,22,have used
965,Singapore,Angular,22,have used
966,Finland,FastAPI,22,have used
967,Slovenia,Angular.js,22,have used
968,Thailand,Django,22,have used
969,Austria,FastAPI,22,have used
970,Czech Republic,Angular.js,22,have used
971,Poland,Drupal,22,have used
972,Indonesia,Ruby on Rails,22,have used
973,Hong Kong (S.A.R.),Django,22,have used
974,Myanmar,React.js,22,have used
975,United Arab Emirates,Express,22,have used
976,Slovenia,Next.js,22,have used
977,Ireland,Angular.js,22,have used
978,Greece,Ruby on Rails,22,have used
979,Chile,Laravel,22,have used
980,Poland,Deno,22,have used
981,Nepal,Angular,22,have used
982,Kenya,ASP.NET Core,21,have used
983,Viet Nam,Angular.js,21,have used
984,Japan,Nuxt.js,21,have used
985,Sweden,Ruby on Rails,21,have used
986,Sweden,Phoenix,21,have used
987,"Venezuela, Bolivarian Republic of...",Vue.js,21,have used
988,Belgium,Ruby on Rails,21,have used
989,Azerbaijan,Node.js,21,have used
990,Armenia,React.js,21,have used
991,Nepal,ASP.NET,21,have used
992,Israel,Ruby on Rails,21,have used
993,Hong Kong (S.A.R.),Flask,21,have used
994,Philippines,Nuxt.js,21,have used
995,Luxembourg,Node.js,21,have used
996,Czech Republic,Blazor,21,have used
997,South Korea,Flask,21,have used
998,Estonia,jQuery,21,have used
999,United Arab Emirates,Vue.js,21,have used
1000,Turkey,Ruby on Rails,21,have used
1001,Denmark,FastAPI,21,have used
1002,Argentina,Symfony,21,have used
1003,Denmark,Svelte,21,have used
1004,Serbia,Laravel,21,have used
1005,Finland,Angular.js,21,have used
1006,Belgium,Svelte,21,have used
1007,Peru,jQuery,20,have used
1008,Denmark,Angular.js,20,have used
1009,Kazakhstan,React.js,20,have used
1010,Lebanon,Node.js,20,have used
1011,Lebanon,React.js,20,have used
1012,Ecuador,jQuery,20,have used
1013,China,Laravel,20,have used
1014,Bosnia and Herzegovina,ASP.NET,20,have used
1015,Pakistan,Gatsby,20,have used
1016,Slovenia,Flask,20,have used
1017,Uruguay,Express,20,have used
1018,Azerbaijan,jQuery,20,have used
1019,New Zealand,Angular.js,20,have used
1020,Japan,FastAPI,20,have used
1021,New Zealand,Gatsby,20,have used
1022,Hungary,Angular.js,20,have used
1023,"Venezuela, Bolivarian Republic of...",Angular,20,have used
1024,Croatia,Vue.js,20,have used
1025,Guatemala,React.js,20,have used
1026,Bulgaria,Blazor,20,have used
1027,Greece,Blazor,20,have used
1028,Portugal,FastAPI,20,have used
1029,Hong Kong (S.A.R.),Next.js,20,have used
1030,"Iran, Islamic Republic of...",Svelte,20,have used
1031,United Kingdom of Great Britain and Northern Ireland,Play Framework,20,have used
1032,Argentina,FastAPI,20,have used
1033,Latvia,ASP.NET Core,20,have used
1034,Portugal,Phoenix,19,have used
1035,Israel,Svelte,19,have used
1036,Portugal,Svelte,19,have used
1037,Portugal,Gatsby,19,have used
1038,Ghana,Express,19,have used
1039,Russian Federation,Symfony,19,have used
1040,Kazakhstan,Node.js,19,have used
1041,South Africa,Ruby on Rails,19,have used
1042,Bosnia and Herzegovina,Vue.js,19,have used
1043,Serbia,Flask,19,have used
1044,Afghanistan,React.js,19,have used
1045,New Zealand,Django,19,have used
1046,Singapore,Vue.js,19,have used
1047,New Zealand,Blazor,19,have used
1048,Uganda,React.js,19,have used
1049,El Salvador,Node.js,19,have used
1050,Latvia,jQuery,19,have used
1051,Egypt,Angular.js,19,have used
1052,"Venezuela, Bolivarian Republic of...",Django,19,have used
1053,Finland,Laravel,19,have used
1054,Myanmar,Node.js,19,have used
1055,Turkey,Gatsby,19,have used
1056,Cyprus,Node.js,19,have used
1057,Taiwan,Laravel,19,have used
1058,Australia,Symfony,19,have used
1059,Costa Rica,Angular,19,have used
1060,Taiwan,ASP.NET Core,19,have used
1061,Switzerland,Phoenix,19,have used
1062,Chile,Ruby on Rails,19,have used
1063,United Arab Emirates,Next.js,19,have used
1064,Ecuador,Angular,19,have used
1065,Saudi Arabia,Express,19,have used
1066,Israel,Gatsby,18,have used
1067,Greece,Nuxt.js,18,have used
1068,Austria,Gatsby,18,have used
1069,Malaysia,Flask,18,have used
1070,United Arab Emirates,Django,18,have used
1071,Dominican Republic,Angular,18,have used
1072,Lebanon,Express,18,have used
1073,Brazil,Drupal,18,have used
1074,Bolivia,Node.js,18,have used
1075,Myanmar,Laravel,18,have used
1076,Saudi Arabia,Angular,18,have used
1077,Bangladesh,Gatsby,18,have used
1078,Ethiopia,jQuery,18,have used
1079,Romania,Ruby on Rails,18,have used
1080,Mexico,Gatsby,18,have used
1081,Guatemala,jQuery,18,have used
1082,Ukraine,FastAPI,18,have used
1083,Egypt,FastAPI,18,have used
1084,Serbia,Django,18,have used
1085,Indonesia,Gatsby,18,have used
1086,Romania,Nuxt.js,18,have used
1087,Ghana,Django,18,have used
1088,Mexico,Svelte,18,have used
1089,Republic of Korea,React.js,18,have used
1090,Russian Federation,Fastify,18,have used
1091,Nepal,ASP.NET Core,18,have used
1092,Denmark,Nuxt.js,17,have used
1093,Albania,Node.js,17,have used
1094,Luxembourg,React.js,17,have used
1095,Romania,Svelte,17,have used
1096,Estonia,Express,17,have used
1097,Uzbekistan,jQuery,17,have used
1098,Slovakia,Laravel,17,have used
1099,Belarus,Django,17,have used
1100,Uganda,Django,17,have used
1101,Estonia,Angular,17,have used
1102,El Salvador,React.js,17,have used
1103,Spain,Deno,17,have used
1104,Finland,Svelte,17,have used
1105,Georgia,ASP.NET Core,17,have used
1106,Lithuania,Laravel,17,have used
1107,Ecuador,Next.js,17,have used
1108,Belarus,ASP.NET Core,17,have used
1109,Indonesia,Symfony,17,have used
1110,Uzbekistan,Django,17,have used
1111,Belgium,Gatsby,17,have used
1112,China,Angular.js,17,have used
1113,Australia,Deno,17,have used
1114,Switzerland,Gatsby,17,have used
1115,Colombia,Nuxt.js,17,have used
1116,Peru,Angular.js,17,have used
1117,Turkey,Deno,17,have used
1118,Czech Republic,Ruby on Rails,17,have used
1119,Tunisia,Symfony,17,have used
1120,Greece,Drupal,17,have used
1121,Bolivia,React.js,17,have used
1122,Japan,ASP.NET Core,17,have used
1123,Belarus,jQuery,16,have used
1124,"Iran, Islamic Republic of...",Symfony,16,have used
1125,Thailand,ASP.NET,16,have used
1126,Hong Kong (S.A.R.),Angular,16,have used
1127,Belarus,Vue.js,16,have used
1128,Japan,Svelte,16,have used
1129,Georgia,jQuery,16,have used
1130,Czech Republic,Nuxt.js,16,have used
1131,Republic of Korea,jQuery,16,have used
1132,Rwanda,Node.js,16,have used
1133,Uzbekistan,React.js,16,have used
1134,Albania,jQuery,16,have used
1135,"Venezuela, Bolivarian Republic of...",Next.js,16,have used
1136,Chile,ASP.NET Core,16,have used
1137,Azerbaijan,Express,16,have used
1138,Brazil,Deno,16,have used
1139,Costa Rica,Express,16,have used
1140,Morocco,ASP.NET Core,16,have used
1141,Australia,Fastify,16,have used
1142,Hungary,Symfony,16,have used
1143,Cyprus,React.js,16,have used
1144,Costa Rica,jQuery,16,have used
1145,United Arab Emirates,Angular.js,16,have used
1146,Ukraine,Symfony,16,have used
1147,Hungary,FastAPI,16,have used
1148,Rwanda,React.js,16,have used
1149,Georgia,Express,16,have used
1150,South Africa,Svelte,16,have used
1151,Denmark,Phoenix,16,have used
1152,Norway,Angular.js,16,have used
1153,Honduras,Node.js,16,have used
1154,Cambodia,Node.js,16,have used
1155,Chile,ASP.NET,16,have used
1156,Afghanistan,jQuery,16,have used
1157,Ghana,Laravel,16,have used
1158,Estonia,ASP.NET Core,16,have used
1159,Saudi Arabia,Vue.js,16,have used
1160,Saudi Arabia,Django,16,have used
1161,"Iran, Islamic Republic of...",Gatsby,16,have used
1162,Kazakhstan,Vue.js,16,have used
1163,Ghana,jQuery,16,have used
1164,Ukraine,Blazor,16,have used
1165,Singapore,ASP.NET Core,16,have used
1166,Singapore,ASP.NET,16,have used
1167,Serbia,Svelte,16,have used
1168,New Zealand,Laravel,16,have used
1169,Uganda,Node.js,16,have used
1170,Lebanon,Angular,16,have used
1171,Saudi Arabia,Flask,16,have used
1172,Romania,Blazor,16,have used
1173,Guatemala,Express,16,have used
1174,Syrian Arab Republic,Node.js,16,have used
1175,Pakistan,Drupal,16,have used
1176,Ukraine,Nuxt.js,15,have used
1177,Uganda,jQuery,15,have used
1178,Uruguay,Ruby on Rails,15,have used
1179,Paraguay,Node.js,15,have used
1180,Ethiopia,ASP.NET Core,15,have used
1181,Mexico,Blazor,15,have used
1182,Croatia,Next.js,15,have used
1183,Portugal,Blazor,15,have used
1184,Azerbaijan,Vue.js,15,have used
1185,Japan,ASP.NET,15,have used
1186,Bulgaria,Symfony,15,have used
1187,Ethiopia,Next.js,15,have used
1188,Hong Kong (S.A.R.),Laravel,15,have used
1189,The former Yugoslav Republic of Macedonia,React.js,15,have used
1190,Malaysia,Angular.js,15,have used
1191,Serbia,Symfony,15,have used
1192,Armenia,Express,15,have used
1193,Afghanistan,Node.js,15,have used
1194,Tunisia,Vue.js,15,have used
1195,Armenia,jQuery,15,have used
1196,China,Ruby on Rails,15,have used
1197,Morocco,Gatsby,15,have used
1198,Finland,Nuxt.js,15,have used
1199,Bulgaria,FastAPI,15,have used
1200,Singapore,Django,15,have used
1201,Serbia,Angular.js,15,have used
1202,Nepal,FastAPI,15,have used
1203,Egypt,Ruby on Rails,15,have used
1204,Slovakia,Flask,15,have used
1205,Cambodia,React.js,15,have used
1206,Tunisia,Next.js,15,have used
1207,Ecuador,Vue.js,15,have used
1208,Thailand,FastAPI,15,have used
1209,Russian Federation,Drupal,15,have used
1210,Azerbaijan,ASP.NET Core,15,have used
1211,Thailand,Laravel,15,have used
1212,Jordan,Node.js,15,have used
1213,Spain,Fastify,15,have used
1214,Georgia,ASP.NET,14,have used
1215,Ireland,Next.js,14,have used
1216,Viet Nam,FastAPI,14,have used
1217,Hungary,Svelte,14,have used
1218,Ghana,Vue.js,14,have used
1219,Sweden,Gatsby,14,have used
1220,Slovakia,ASP.NET,14,have used
1221,Belarus,Express,14,have used
1222,New Zealand,Ruby on Rails,14,have used
1223,Viet Nam,Blazor,14,have used
1224,China,Svelte,14,have used
1225,Republic of Korea,Vue.js,14,have used
1226,China,Deno,14,have used
1227,Finland,Gatsby,14,have used
1228,United Arab Emirates,Flask,14,have used
1229,Chile,FastAPI,14,have used
1230,Morocco,Symfony,14,have used
1231,Albania,React.js,14,have used
1232,Argentina,Svelte,14,have used
